#660af37a3b417e8118daa7633f7e8847
#md5_hex(1465026814 1465462855 1465462855 1465462855 1465462855  6148.2016.0517.0.wd 6148.2016.0518.0.wd 6148.2016.0519.0.wd 6148.2016.0519.1.wd)
#Combined data for files: 6148.2016.0517.0.wd 6148.2016.0518.0.wd 6148.2016.0519.0.wd 6148.2016.0519.1.wd 
6148.3	2457525	0.5000032096506678	0.5000032096507402	6.25
6148.4	2457525	0.5000032096505376	0.5000032096507836	21.26
6148.1	2457525	0.5000874136559254	0.5000874136562292	26.25
6148.2	2457525	0.5000874136558351	0.5000874136562546	36.25
6148.2	2457525	0.5009502296910058	0.5009502296912662	22.50
6148.3	2457525	0.5009502296910036	0.5009502296911916	16.25
6148.4	2457525	0.5015001931406563	0.5015001931409456	25.00
6148.3	2457525	0.5015001931406563	0.5015001931411192	39.99
6148.3	2457525	0.5015881432428843	0.5015881432432748	33.75
6148.4	2457525	0.5015881432430001	0.5015881432433762	32.50
6148.3	2457525	0.5016745100679711	0.5016745100680580	7.50
6148.4	2457525	0.5016745100677541	0.5016745100680868	28.75
6148.1	2457525	0.5037198300950313	0.5037198300951904	13.75
6148.3	2457525	0.5037198300949386	0.5037198300951558	18.76
6148.1	2457525	0.5037954440932663	0.5037954440933530	7.49
6148.2	2457525	0.5037954440931180	0.5037954440935232	35.00
6148.1	2457525	0.5041327709072709	0.5041327709074734	17.50
6148.3	2457525	0.5041327709071638	0.5041327709073374	15.00
6148.2	2457525	0.5043785296403548	0.5043785296407165	31.25
6148.4	2457525	0.5043785296402367	0.5043785296404537	18.75
6148.1	2457525	0.5051341934806939	0.5051341934807951	8.75
6148.2	2457525	0.5051341934804444	0.5051341934808062	31.26
6148.2	2457525	0.5051562507362315	0.5051562507364630	20.00
6148.4	2457525	0.5051562507362436	0.5051562507364751	20.00
6148.1	2457525	0.5054067571454218	0.5054067571456824	22.51
6148.4	2457525	0.5054067571454162	0.5054067571456475	19.99
6148.2	2457525	0.5057270470468941	0.5057270470471401	21.26
6148.4	2457525	0.5057270470468919	0.5057270470472390	30.00
6148.3	2457525	0.5057507483099416	0.5057507483101875	21.25
6148.4	2457525	0.5057507483100139	0.5057507483102019	16.25
6148.3	2457525	0.5057507483102309	0.5057507483104335	17.51
6148.1	2457525	0.5058059283149676	0.5058059283152135	21.25
6148.2	2457525	0.5058059283149497	0.5058059283152679	27.49
6148.3	2457525	0.5072999795132113	0.5072999795135296	27.50
6148.4	2457525	0.5072999795131968	0.5072999795137175	44.99
6148.2	2457525	0.5078908604688849	0.5078908604691164	20.00
6148.1	2457525	0.5078908604689027	0.5078908604694816	50.01
6148.2	2457525	0.5091822941581644	0.5091822941585260	31.24
6148.3	2457525	0.5091822941581475	0.5091822941586250	41.26
6148.4	2457525	0.5091822941582489	0.5091822941586105	31.24
6148.3	2457525	0.5091822941586540	0.5091822941590157	31.25
6148.3	2457525	0.5096868988154971	0.5096868988157430	21.25
6148.4	2457525	0.5096868988154393	0.5096868988157720	28.75
6148.3	2457525	0.5097245240749011	0.5097245240751904	25.00
6148.4	2457525	0.5097245240747709	0.5097245240752917	45.00
6148.2	2457525	0.5101015273515527	0.5101015273520156	40.00
6148.4	2457525	0.5101015273513334	0.5101015273516372	26.24
6148.2	2457525	0.5101015273520445	0.5101015273523051	22.51
6148.2	2457525	0.5101620400198542	0.5101620400202159	31.25
6148.1	2457525	0.5101620400201760	0.5101620400205521	32.50
6148.1	2457525	0.5104735673853525	0.5104735673856129	22.49
6148.3	2457525	0.5104735673853033	0.5104735673856071	26.25
6148.2	2457525	0.5106998729871285	0.5106998729873600	20.00
6148.1	2457525	0.5106998729873344	0.5106998729874648	11.26
6148.2	2457525	0.5110922487631846	0.5110922487634885	26.25
